country,date,age_group,age_begin,age_end,deathsF,deathsM,populationin1000sF,Num female infection,populationin1000sM,Num male infection,Total infection,Total Death,% female infection,% male infection,% female death,% male death,Country begin,Bin 0-19,Bin 20-49,Bin 50-79,Bin 80+,Total
South Africa,6/15/2022,40-44,40,44,2264,2339,1917,1917000,1893,1893000,3810000,4603,50.31,49.69,49.19,50.81,,0,1,0,0,0
South Africa,6/15/2022,45-49,45,49,3219,3431,1655,1655000,1578,1578000,3233000,6650,51.19,48.81,48.41,51.59,,0,1,0,0,0
South Africa,6/15/2022,50-54,50,54,4385,4553,1401,1401000,1291,1291000,2692000,8938,52.04,47.96,49.06,50.94,,0,0,1,0,0
South Africa,6/15/2022,55-59,55,59,6198,6223,1184,1184000,1036,1036000,2220000,12421,53.33,46.67,49.9,50.1,,0,0,1,0,0
South Africa,6/15/2022,60-64,60,64,6673,6890,990,990000,804,804000,1794000,13563,55.18,44.82,49.2,50.8,,0,0,1,0,0
South Africa,6/15/2022,65-69,65,69,6906,6484,785,785000,585,585000,1370000,13390,57.3,42.7,51.58,48.42,,0,0,1,0,0
South Africa,6/15/2022,70-74,70,74,6163,6002,536,536000,359,359000,895000,12165,59.89,40.11,50.66,49.34,,0,0,1,0,0
South Africa,6/15/2022,75-79,75,79,4903,4586,368,368000,213,213000,581000,9489,63.34,36.66,51.67,48.33,,0,0,1,0,0
South Africa,6/15/2022,80-84,80,84,4028,3160,203,203000,96,96000,299000,7188,67.89,32.11,56.04,43.96,,0,0,0,1,0
South Africa,6/15/2022,85-89,85,89,2267,1661,75,75000,28,28000,103000,3928,72.82,27.18,57.71,42.29,,0,0,0,1,0
South Africa,6/15/2022,90-94,90,94,1112,648,14,14000,4,4000,18000,1760,77.78,22.22,63.18,36.82,,0,0,0,1,0
South Africa,6/15/2022,95+,95,999,367,162,1,1000,0,0,1000,529,100,0,69.38,30.62,,0,0,0,1,0
South Africa,,,,,53177,50243,30092,30092000,29216,29216000,59308000,103420,50.74,49.26,51.42,48.58,,0,0,0,0,1
Spain,6/15/2022,0-9,0,9,9,17,2052,2052000,2182,2182000,4234000,26,48.46,51.54,34.62,65.38,,1,0,0,0,0
Spain,6/15/2022,19-Oct,10,19,14,17,2295,2295000,2442,2442000,4737000,31,48.45,51.55,45.16,54.84,,1,0,0,0,0
Spain,6/15/2022,20-29,20,29,69,84,2258,2258000,2359,2359000,4617000,153,48.91,51.09,45.1,54.9,,0,1,0,0,0
Spain,6/15/2022,30-39,30,39,147,221,2950,2950000,2952,2952000,5902000,368,49.98,50.02,39.95,60.05,,0,1,0,0,0
Spain,6/15/2022,40-49,40,49,439,777,3899,3899000,4039,4039000,7938000,1216,49.12,50.88,36.1,63.9,,0,1,0,0,0
Spain,6/15/2022,50-59,50,59,1317,2833,3533,3533000,3513,3513000,7046000,4150,50.14,49.86,31.73,68.27,,0,0,1,0,0
Spain,6/15/2022,60-69,60,69,3151,7660,2766,2766000,2574,2574000,5340000,10811,51.8,48.2,29.15,70.85,,0,0,1,0,0
Spain,6/15/2022,70-79,70,79,7698,15158,2187,2187000,1829,1829000,4016000,22856,54.46,45.54,33.68,66.32,,0,0,1,0,0
Spain,6/15/2022,80+,80,999,35005,32380,1836,1836000,1088,1088000,2924000,67385,62.79,37.21,51.95,48.05,,0,0,0,1,0
Spain,,,,,47849,59147,23776,23776000,22978,22978000,46754000,106996,50.85,49.15,44.72,55.28,,0,0,0,0,1
Sudan,2/22/2021,0-4,0,4,2,0,3123,3123000,3216,3216000,6339000,2,49.27,50.73,100,0,,1,0,0,0,0
Sudan,2/22/2021,9-May,5,9,0,0,2855,2855000,2934,2934000,5789000,0,49.32,50.68,,,,1,0,0,0,0
Sudan,2/22/2021,14-Oct,10,14,2,4,2626,2626000,2696,2696000,5322000,6,49.34,50.66,33.33,66.67,,1,0,0,0,0
Sudan,2/22/2021,15-19,15,19,1,2,2372,2372000,2429,2429000,4801000,3,49.41,50.59,33.33,66.67,,1,0,0,0,0
Sudan,2/22/2021,20-24,20,24,3,13,2058,2058000,2101,2101000,4159000,16,49.48,50.52,18.75,81.25,,0,1,0,0,0
Sudan,2/22/2021,25-29,25,29,8,6,1720,1720000,1748,1748000,3468000,14,49.6,50.4,57.14,42.86,,0,1,0,0,0
Sudan,2/22/2021,30-34,30,34,7,13,1405,1405000,1394,1394000,2799000,20,50.2,49.8,35,65,,0,1,0,0,0
Sudan,2/22/2021,35-39,35,39,6,15,1231,1231000,1173,1173000,2404000,21,51.21,48.79,28.57,71.43,,0,1,0,0,0
Sudan,2/22/2021,40-44,40,44,8,17,1049,1049000,978,978000,2027000,25,51.75,48.25,32,68,,0,1,0,0,0
Sudan,2/22/2021,45-49,45,49,11,12,874,874000,827,827000,1701000,23,51.38,48.62,47.83,52.17,,0,1,0,0,0
Sudan,2/22/2021,50-54,50,54,28,41,728,728000,697,697000,1425000,69,51.09,48.91,40.58,59.42,,0,0,1,0,0
Sudan,2/22/2021,55-59,55,59,30,60,581,581000,547,547000,1128000,90,51.51,48.49,33.33,66.67,,0,0,1,0,0
Sudan,2/22/2021,60-64,60,64,37,112,456,456000,419,419000,875000,149,52.11,47.89,24.83,75.17,,0,0,1,0,0
Sudan,2/22/2021,65-69,65,69,52,82,348,348000,313,313000,661000,134,52.65,47.35,38.81,61.19,,0,0,1,0,0
Sudan,2/22/2021,70-74,70,74,50,138,242,242000,213,213000,455000,188,53.19,46.81,26.6,73.4,,0,0,1,0,0
Sudan,2/22/2021,75-79,75,79,34,69,151,151000,127,127000,278000,103,54.32,45.68,33.01,66.99,,0,0,1,0,0
Sudan,2/22/2021,80+,80,999,50,126,122,122000,95,95000,217000,176,56.22,43.78,28.41,71.59,,0,0,0,1,0
Sudan,,,,,329,710,21941,21941000,21907,21907000,43848000,1039,50.04,49.96,31.67,68.33,,0,0,0,0,1
Sweden,3/14/2022,0-4,0,4,7,5,292,292000,309,309000,601000,12,48.59,51.41,58.33,41.67,,1,0,0,0,0
Sweden,3/14/2022,9-May,5,9,2,0,288,288000,304,304000,592000,2,48.65,51.35,100,0,,1,0,0,0,0
Sweden,3/14/2022,14-Oct,10,14,1,2,285,285000,301,301000,586000,3,48.63,51.37,33.33,66.67,,1,0,0,0,0
Sweden,3/14/2022,15-19,15,19,0,4,264,264000,277,277000,541000,4,48.8,51.2,0,100,,1,0,0,0,0
Sweden,3/14/2022,20-24,20,24,4,12,264,264000,280,280000,544000,16,48.53,51.47,25,75,,0,1,0,0,0
Sweden,3/14/2022,25-29,25,29,7,0,359,359000,374,374000,733000,7,48.98,51.02,100,0,,0,1,0,0,0
Sweden,3/14/2022,30-39,30,39,28,33,646,646000,674,674000,1320000,61,48.94,51.06,45.9,54.1,,0,1,0,0,0
Sweden,3/14/2022,40-49,40,49,57,96,622,622000,642,642000,1264000,153,49.21,50.79,37.25,62.75,,0,1,0,0,0
Sweden,3/14/2022,50-59,50,59,137,339,639,639000,657,657000,1296000,476,49.31,50.69,28.78,71.22,,0,0,1,0,0
Sweden,3/14/2022,60-64,60,64,133,344,283,283000,284,284000,567000,477,49.91,50.09,27.88,72.12,,0,0,1,0,0
Sweden,3/14/2022,65-69,65,69,241,554,266,266000,260,260000,526000,795,50.57,49.43,30.31,69.69,,0,0,1,0,0
Sweden,3/14/2022,70-74,70,74,536,1031,289,289000,275,275000,564000,1567,51.24,48.76,34.21,65.79,,0,0,1,0,0
Sweden,3/14/2022,75-79,75,79,956,1547,224,224000,206,206000,430000,2503,52.09,47.91,38.19,61.81,,0,0,1,0,0
Sweden,3/14/2022,80+,80,999,6127,5951,318,318000,214,214000,532000,12078,59.77,40.23,50.73,49.27,,0,0,0,1,0
Sweden,,,,,8236,9918,5039,5039000,5057,5057000,10096000,18154,49.91,50.09,45.37,54.63,,0,0,0,0,1
Switzerland,3/21/2022,0-4,0,4,1,4,221,221000,231,231000,452000,5,48.89,51.11,20,80,,1,0,0,0,0
Switzerland,3/21/2022,9-May,5,9,0,0,211,211000,222,222000,433000,0,48.73,51.27,,,,1,0,0,0,0
Switzerland,3/21/2022,14-Oct,10,14,1,0,200,200000,210,210000,410000,1,48.78,51.22,100,0,,1,0,0,0,0
Switzerland,3/21/2022,15-19,15,19,1,0,208,208000,217,217000,425000,1,48.94,51.06,100,0,,1,0,0,0,0
Switzerland,3/21/2022,20-24,20,24,0,2,238,238000,246,246000,484000,2,49.17,50.83,0,100,,0,1,0,0,0
Switzerland,3/21/2022,25-29,25,29,0,0,274,274000,281,281000,555000,0,49.37,50.63,,,,0,1,0,0,0
Switzerland,3/21/2022,30-39,30,39,11,12,606,606000,614,614000,1220000,23,49.67,50.33,47.83,52.17,,0,1,0,0,0
Switzerland,3/21/2022,40-49,40,49,30,47,580,580000,587,587000,1167000,77,49.7,50.3,38.96,61.04,,0,1,0,0,0
Switzerland,3/21/2022,50-59,50,59,106,223,654,654000,666,666000,1320000,329,49.55,50.45,32.22,67.78,,0,0,1,0,0
Switzerland,3/21/2022,60-64,60,64,105,252,265,265000,270,270000,535000,357,49.53,50.47,29.41,70.59,,0,0,1,0,0
Switzerland,3/21/2022,65-69,65,69,179,447,226,226000,216,216000,442000,626,51.13,48.87,28.59,71.41,,0,0,1,0,0
Switzerland,3/21/2022,70-74,70,74,323,719,220,220000,202,202000,422000,1042,52.13,47.87,31,69,,0,0,1,0,0
Switzerland,3/21/2022,75-79,75,79,587,1087,179,179000,152,152000,331000,1674,54.08,45.92,35.07,64.93,,0,0,1,0,0
Switzerland,3/21/2022,80+,80,999,4912,4504,280,280000,179,179000,459000,9416,61,39,52.17,47.83,,0,0,0,1,0
Switzerland,,,,,6256,7297,4362,4362000,4293,4293000,8655000,13553,50.4,49.6,46.16,53.84,,0,0,0,0,1
Trinidad and Tobago,12/20/2021,0-4,0,4,1,0,43,43000,45,45000,88000,1,48.86,51.14,100,0,,1,0,0,0,0
Trinidad and Tobago,12/20/2021,9-May,5,9,0,2,47,47000,49,49000,96000,2,48.96,51.04,0,100,,1,0,0,0,0
Trinidad and Tobago,12/20/2021,14-Oct,10,14,3,1,47,47000,49,49000,96000,4,48.96,51.04,75,25,,1,0,0,0,0
Trinidad and Tobago,12/20/2021,15-19,15,19,4,2,44,44000,45,45000,89000,6,49.44,50.56,66.67,33.33,,1,0,0,0,0
Trinidad and Tobago,12/20/2021,20-24,20,24,4,6,42,42000,43,43000,85000,10,49.41,50.59,40,60,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,25-29,25,29,15,13,48,48000,49,49000,97000,28,49.48,50.52,53.57,46.43,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,30-34,30,34,20,33,58,58000,59,59000,117000,53,49.57,50.43,37.74,62.26,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,35-39,35,39,33,37,63,63000,63,63000,126000,70,50,50,47.14,52.86,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,40-44,40,44,39,65,51,51000,50,50000,101000,104,50.5,49.5,37.5,62.5,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,45-49,45,49,56,85,46,46000,45,45000,91000,141,50.55,49.45,39.72,60.28,,0,1,0,0,0
Trinidad and Tobago,12/20/2021,50-54,50,54,85,106,42,42000,40,40000,82000,191,51.22,48.78,44.5,55.5,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,55-59,55,59,108,141,48,48000,45,45000,93000,249,51.61,48.39,43.37,56.63,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,60-64,60,64,107,190,39,39000,37,37000,76000,297,51.32,48.68,36.03,63.97,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,65-69,65,69,118,174,32,32000,29,29000,61000,292,52.46,47.54,40.41,59.59,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,70-74,70,74,129,179,24,24000,20,20000,44000,308,54.55,45.45,41.88,58.12,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,75-79,75,79,99,151,17,17000,13,13000,30000,250,56.67,43.33,39.6,60.4,,0,0,1,0,0
Trinidad and Tobago,12/20/2021,80+,80,999,208,213,17,17000,11,11000,28000,421,60.71,39.29,49.41,50.59,,0,0,0,1,0
Trinidad and Tobago,,,,,1029,1398,708,708000,692,692000,1400000,2427,50.57,49.43,42.4,57.6,,0,0,0,0,1
Tunisia,12/14/2020,0-4,0,4,4,6,489,489000,515,515000,1004000,10,48.71,51.29,40,60,,1,0,0,0,0
Tunisia,12/14/2020,9-May,5,9,1,6,492,492000,522,522000,1014000,7,48.52,51.48,14.29,85.71,,1,0,0,0,0
Tunisia,12/14/2020,14-Oct,10,14,2,14,411,411000,442,442000,853000,16,48.18,51.82,12.5,87.5,,1,0,0,0,0
Tunisia,12/14/2020,15-19,15,19,13,22,378,378000,409,409000,787000,35,48.03,51.97,37.14,62.86,,1,0,0,0,0
Tunisia,12/14/2020,20-24,20,24,14,20,395,395000,426,426000,821000,34,48.11,51.89,41.18,58.82,,0,1,0,0,0
Tunisia,12/14/2020,25-29,25,29,22,45,447,447000,457,457000,904000,67,49.45,50.55,32.84,67.16,,0,1,0,0,0
Tunisia,12/14/2020,30-34,30,34,35,57,479,479000,449,449000,928000,92,51.62,48.38,38.04,61.96,,0,1,0,0,0
Tunisia,12/14/2020,35-39,35,39,21,57,501,501000,485,485000,986000,78,50.81,49.19,26.92,73.08,,0,1,0,0,0
Tunisia,12/14/2020,40-44,40,44,31,56,439,439000,408,408000,847000,87,51.83,48.17,35.63,64.37,,0,1,0,0,0
Tunisia,12/14/2020,45-49,45,49,22,55,373,373000,352,352000,725000,77,51.45,48.55,28.57,71.43,,0,1,0,0,0
Tunisia,12/14/2020,50-54,50,54,25,52,372,372000,340,340000,712000,77,52.25,47.75,32.47,67.53,,0,0,1,0,0
Tunisia,12/14/2020,55-59,55,59,32,61,329,329000,321,321000,650000,93,50.62,49.38,34.41,65.59,,0,0,1,0,0
Tunisia,12/14/2020,60-64,60,64,28,77,275,275000,264,264000,539000,105,51.02,48.98,26.67,73.33,,0,0,1,0,0
Tunisia,12/14/2020,65-69,65,69,28,77,222,222000,202,202000,424000,105,52.36,47.64,26.67,73.33,,0,0,1,0,0
Tunisia,12/14/2020,70-74,70,74,31,68,138,138000,112,112000,250000,99,55.2,44.8,31.31,68.69,,0,0,1,0,0
Tunisia,12/14/2020,75-79,75,79,29,49,97,97000,77,77000,174000,78,55.75,44.25,37.18,62.82,,0,0,1,0,0
Tunisia,12/14/2020,80+,80,999,62,92,120,120000,80,80000,200000,154,60,40,40.26,59.74,,0,0,0,1,0
Tunisia,,,,,400,814,5957,5957000,5861,5861000,11818000,1214,50.41,49.59,32.95,67.05,,0,0,0,0,1
Turkey,3/7/2022,0-4,0,4,0,0,3210,3210000,3357,3357000,6567000,0,48.88,51.12,,,,1,0,0,0,0
Turkey,3/7/2022,9-May,5,9,0,0,3349,3349000,3503,3503000,6852000,0,48.88,51.12,,,,1,0,0,0,0
Turkey,3/7/2022,14-Oct,10,14,0,0,3311,3311000,3462,3462000,6773000,0,48.89,51.11,,,,1,0,0,0,0
Turkey,3/7/2022,15-19,15,19,40,56,3333,3333000,3489,3489000,6822000,96,48.86,51.14,41.67,58.33,,1,0,0,0,0
Turkey,3/7/2022,20-24,20,24,96,97,3321,3321000,3449,3449000,6770000,193,49.05,50.95,49.74,50.26,,0,1,0,0,0
Turkey,3/7/2022,25-29,25,29,173,0,3159,3159000,3245,3245000,6404000,173,49.33,50.67,100,0,,0,1,0,0,0
Turkey,3/7/2022,30-39,30,39,591,705,6368,6368000,6407,6407000,12775000,1296,49.85,50.15,45.6,54.4,,0,1,0,0,0
Turkey,3/7/2022,40-49,40,49,1411,1957,5808,5808000,5639,5639000,11447000,3368,50.74,49.26,41.89,58.11,,0,1,0,0,0
Turkey,3/7/2022,50-59,50,59,3640,5686,4603,4603000,4305,4305000,8908000,9326,51.67,48.33,39.03,60.97,,0,0,1,0,0
Turkey,3/7/2022,60-64,60,64,2961,5153,1865,1865000,1581,1581000,3446000,8114,54.12,45.88,36.49,63.51,,0,0,1,0,0
Turkey,3/7/2022,65-69,65,69,4235,6368,1534,1534000,1213,1213000,2747000,10603,55.84,44.16,39.94,60.06,,0,0,1,0,0
Turkey,3/7/2022,70-74,70,74,5365,7365,1109,1109000,862,862000,1971000,12730,56.27,43.73,42.14,57.86,,0,0,1,0,0
Turkey,3/7/2022,75-79,75,79,5929,7564,799,799000,584,584000,1383000,13493,57.77,42.23,43.94,56.06,,0,0,1,0,0
Turkey,3/7/2022,80+,80,999,14192,14933,934,934000,541,541000,1475000,29125,63.32,36.68,48.73,51.27,,0,0,0,1,0
Turkey,,,,,38633,49884,42703,42703000,41637,41637000,84340000,88517,50.63,49.37,43.64,56.36,,0,0,0,0,1
Turks and Caicos,3/7/2022,0-4,0,4,0,1,,0,,0,0,1,,,0,100,,1,0,0,0,0
Turks and Caicos,3/7/2022,9-May,5,9,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Turks and Caicos,3/7/2022,14-Oct,10,14,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Turks and Caicos,3/7/2022,15-19,15,19,1,2,,0,,0,0,3,,,33.33,66.67,,1,0,0,0,0
Turks and Caicos,3/7/2022,20-24,20,24,1,0,,0,,0,0,1,,,100,0,,0,1,0,0,0
Turks and Caicos,3/7/2022,25-29,25,29,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Turks and Caicos,3/7/2022,30-34,30,34,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Turks and Caicos,3/7/2022,35-39,35,39,0,1,,0,,0,0,1,,,0,100,,0,1,0,0,0
Turks and Caicos,3/7/2022,40-44,40,44,0,1,,0,,0,0,1,,,0,100,,0,1,0,0,0
Turks and Caicos,3/7/2022,45-49,45,49,1,2,,0,,0,0,3,,,33.33,66.67,,0,1,0,0,0
Turks and Caicos,3/7/2022,50-54,50,54,3,2,,0,,0,0,5,,,60,40,,0,0,1,0,0
Turks and Caicos,3/7/2022,55-59,55,59,4,0,,0,,0,0,4,,,100,0,,0,0,1,0,0
Turks and Caicos,3/7/2022,60-64,60,64,0,2,,0,,0,0,2,,,0,100,,0,0,1,0,0
Turks and Caicos,3/7/2022,65-69,65,69,1,2,,0,,0,0,3,,,33.33,66.67,,0,0,1,0,0
Turks and Caicos,3/7/2022,70-74,70,74,1,2,,0,,0,0,3,,,33.33,66.67,,0,0,1,0,0
Turks and Caicos,3/7/2022,75-79,75,79,1,1,,0,,0,0,2,,,50,50,,0,0,1,0,0
Turks and Caicos,3/7/2022,80+,80,999,4,1,,0,,0,0,5,,,80,20,,0,0,0,1,0
Turks and Caicos,,,,,17,17,0,0,0,0,0,34,,,50,50,,0,0,0,0,1
USA,6/10/2022,0-9,0,9,337,373,19420,19420000,20301,20301000,39721000,710,48.89,51.11,47.46,52.54,,1,0,0,0,0
USA,6/10/2022,19-Oct,10,19,550,687,20721,20721000,21612,21612000,42333000,1237,48.95,51.05,44.46,55.54,,1,0,0,0,0
USA,6/10/2022,20-29,20,29,2214,3328,22627,22627000,23467,23467000,46094000,5542,49.09,50.91,39.95,60.05,,0,1,0,0,0
USA,6/10/2022,30-39,30,39,5838,9233,22107,22107000,22561,22561000,44668000,15071,49.49,50.51,38.74,61.26,,0,1,0,0,0
USA,6/10/2022,40-49,40,49,12997,21648,20261,20261000,20088,20088000,40349000,34645,50.21,49.79,37.51,62.49,,0,1,0,0,0
USA,6/10/2022,50-59,50,59,30066,51777,21098,21098000,21022,21022000,42120000,81843,50.09,49.91,36.74,63.26,,0,0,1,0,0
USA,6/10/2022,60-69,60,69,62303,95474,19973,19973000,18515,18515000,38488000,157777,51.89,48.11,39.49,60.51,,0,0,1,0,0
USA,6/10/2022,70-79,70,79,89767,124575,13110,13110000,10973,10973000,24083000,214342,54.44,45.56,41.88,58.12,,0,0,1,0,0
USA,6/10/2022,80+,80,999,175554,157898,7900,7900000,5247,5247000,13147000,333452,60.09,39.91,52.65,47.35,,0,0,0,1,0
USA,,,,,379626,464993,167217,167217000,163786,163786000,331003000,844619,50.52,49.48,44.95,55.05,,0,0,0,0,1
Uganda,4/4/2022,19-Oct,10,19,1,2,5693,5693000,5756,5756000,11449000,3,49.72,50.28,33.33,66.67,,1,0,0,0,0
Uganda,4/4/2022,20-29,20,29,8,9,4036,4036000,3837,3837000,7873000,17,51.26,48.74,47.06,52.94,,0,1,0,0,0
Uganda,4/4/2022,30-39,30,39,13,23,2658,2658000,2443,2443000,5101000,36,52.11,47.89,36.11,63.89,,0,1,0,0,0
Uganda,4/4/2022,40-49,40,49,12,43,1625,1625000,1508,1508000,3133000,55,51.87,48.13,21.82,78.18,,0,1,0,0,0
Uganda,4/4/2022,50-59,50,59,16,47,967,967000,885,885000,1852000,63,52.21,47.79,25.4,74.6,,0,0,1,0,0
Uganda,4/4/2022,60-69,60,69,25,67,547,547000,427,427000,974000,92,56.16,43.84,27.17,72.83,,0,0,1,0,0
Uganda,4/4/2022,70-79,70,79,19,41,251,251000,161,161000,412000,60,60.92,39.08,31.67,68.33,,0,0,1,0,0
Uganda,4/4/2022,80-89,80,89,17,17,58,58000,28,28000,86000,34,67.44,32.56,50,50,,0,0,0,1,0
Uganda,4/4/2022,90-99,90,99,1,3,3,3000,1,1000,4000,4,75,25,25,75,,0,0,0,1,0
Uganda,,,,,112,252,15838,15838000,15046,15046000,30884000,364,51.28,48.72,30.77,69.23,,0,0,0,0,1
Ukraine,4/12/2022,0-4,0,4,12,17,1026,1026000,1088,1088000,2114000,29,48.53,51.47,41.38,58.62,,1,0,0,0,0
Ukraine,4/12/2022,9-May,5,9,7,0,1201,1201000,1275,1275000,2476000,7,48.51,51.49,100,0,,1,0,0,0,0
Ukraine,4/12/2022,14-Oct,10,14,9,9,1166,1166000,1237,1237000,2403000,18,48.52,51.48,50,50,,1,0,0,0,0
Ukraine,4/12/2022,15-19,15,19,20,22,959,959000,1021,1021000,1980000,42,48.43,51.57,47.62,52.38,,1,0,0,0,0
Ukraine,4/12/2022,20-24,20,24,75,51,1045,1045000,1101,1101000,2146000,126,48.7,51.3,59.52,40.48,,0,1,0,0,0
Ukraine,4/12/2022,25-29,25,29,111,0,1344,1344000,1409,1409000,2753000,111,48.82,51.18,100,0,,0,1,0,0,0
Ukraine,4/12/2022,30-39,30,39,618,923,3555,3555000,3654,3654000,7209000,1541,49.31,50.69,40.1,59.9,,0,1,0,0,0
Ukraine,4/12/2022,40-49,40,49,1865,2332,3306,3306000,3101,3101000,6407000,4197,51.6,48.4,44.44,55.56,,0,1,0,0,0
Ukraine,4/12/2022,50-59,50,59,5560,5771,3228,3228000,2679,2679000,5907000,11331,54.65,45.35,49.07,50.93,,0,0,1,0,0
Ukraine,4/12/2022,60-64,60,64,6734,5987,1702,1702000,1226,1226000,2928000,12721,58.13,41.87,52.94,47.06,,0,0,1,0,0
Ukraine,4/12/2022,65-69,65,69,9053,7704,1613,1613000,999,999000,2612000,16757,61.75,38.25,54.03,45.97,,0,0,1,0,0
Ukraine,4/12/2022,70-74,70,74,11145,9180,1136,1136000,633,633000,1769000,20325,64.22,35.78,54.83,45.17,,0,0,1,0,0
Ukraine,4/12/2022,75-79,75,79,7590,6119,838,838000,377,377000,1215000,13709,68.97,31.03,55.37,44.63,,0,0,1,0,0
Ukraine,4/12/2022,80+,80,999,14879,10665,1353,1353000,464,464000,1817000,25544,74.46,25.54,58.25,41.75,,0,0,0,1,0
Ukraine,,,,,57678,48780,23472,23472000,20264,20264000,43736000,106458,53.67,46.33,54.18,45.82,,0,0,0,0,1
Venezuela,3/14/2022,0-4,0,4,0,1,1161,1161000,1203,1203000,2364000,1,49.11,50.89,0,100,,1,0,0,0,0
Venezuela,3/14/2022,9-May,5,9,0,0,1336,1336000,1395,1395000,2731000,0,48.92,51.08,,,,1,0,0,0,0
Venezuela,3/14/2022,14-Oct,10,14,1,1,1298,1298000,1360,1360000,2658000,2,48.83,51.17,50,50,,1,0,0,0,0
Venezuela,3/14/2022,15-19,15,19,1,2,1226,1226000,1275,1275000,2501000,3,49.02,50.98,33.33,66.67,,1,0,0,0,0
Venezuela,3/14/2022,20-24,20,24,2,0,1047,1047000,1055,1055000,2102000,2,49.81,50.19,100,0,,0,1,0,0,0
Venezuela,3/14/2022,25-29,25,29,2,4,1025,1025000,1003,1003000,2028000,6,50.54,49.46,33.33,66.67,,0,1,0,0,0
Venezuela,3/14/2022,30-34,30,34,6,3,1056,1056000,1008,1008000,2064000,9,51.16,48.84,66.67,33.33,,0,1,0,0,0
Venezuela,3/14/2022,35-39,35,39,7,16,1011,1011000,953,953000,1964000,23,51.48,48.52,30.43,69.57,,0,1,0,0,0
Venezuela,3/14/2022,40-44,40,44,4,16,964,964000,904,904000,1868000,20,51.61,48.39,20,80,,0,1,0,0,0
Venezuela,3/14/2022,45-49,45,49,9,17,875,875000,822,822000,1697000,26,51.56,48.44,34.62,65.38,,0,1,0,0,0
Venezuela,3/14/2022,50-54,50,54,11,28,827,827000,773,773000,1600000,39,51.69,48.31,28.21,71.79,,0,0,1,0,0
Venezuela,3/14/2022,55-59,55,59,21,46,738,738000,677,677000,1415000,67,52.16,47.84,31.34,68.66,,0,0,1,0,0
Venezuela,3/14/2022,60-64,60,64,21,40,620,620000,557,557000,1177000,61,52.68,47.32,34.43,65.57,,0,0,1,0,0
Venezuela,3/14/2022,65-69,65,69,24,43,462,462000,404,404000,866000,67,53.35,46.65,35.82,64.18,,0,0,1,0,0
Venezuela,3/14/2022,70-74,70,74,42,56,330,330000,274,274000,604000,98,54.64,45.36,42.86,57.14,,0,0,1,0,0
Venezuela,3/14/2022,75-79,75,79,35,43,218,218000,168,168000,386000,78,56.48,43.52,44.87,55.13,,0,0,1,0,0
Venezuela,3/14/2022,80+,80,999,50,49,258,258000,155,155000,413000,99,62.47,37.53,50.51,49.49,,0,0,0,1,0
Venezuela,,,,,236,365,14452,14452000,13986,13986000,28438000,601,50.82,49.18,39.27,60.73,,0,0,0,0,1
Vietnam,8/8/2021,0-9,0,9,0,0,7309,7309000,8140,8140000,15449000,0,47.31,52.69,,,,1,0,0,0,0
Vietnam,8/8/2021,19-Oct,10,19,0,0,6500,6500000,7004,7004000,13504000,0,48.13,51.87,,,,1,0,0,0,0
Vietnam,8/8/2021,20-29,20,29,4,1,7526,7526000,8114,8114000,15640000,5,48.12,51.88,80,20,,0,1,0,0,0
Vietnam,8/8/2021,30-39,30,39,4,2,8006,8006000,8077,8077000,16083000,6,49.78,50.22,66.67,33.33,,0,1,0,0,0
Vietnam,8/8/2021,40-49,40,49,1,0,6781,6781000,6699,6699000,13480000,1,50.3,49.7,100,0,,0,1,0,0,0
Vietnam,8/8/2021,50-59,50,59,8,7,5672,5672000,5332,5332000,11004000,15,51.54,48.46,53.33,46.67,,0,0,1,0,0
Vietnam,8/8/2021,60-69,60,69,14,14,3991,3991000,3150,3150000,7141000,28,55.89,44.11,50,50,,0,0,1,0,0
Vietnam,8/8/2021,70-79,70,79,5,5,1691,1691000,1028,1028000,2719000,10,62.19,37.81,50,50,,0,0,1,0,0
Vietnam,8/8/2021,80-89,80,89,11,7,979,979000,498,498000,1477000,18,66.28,33.72,61.11,38.89,,0,0,0,1,0
Vietnam,8/8/2021,90+,90,999,2,1,286,286000,111,111000,397000,3,72.04,27.96,66.67,33.33,,0,0,0,1,0
Vietnam,,,,,49,37,48741,48741000,48153,48153000,96894000,86,50.3,49.7,56.98,43.02,,0,0,0,0,1
Wales,6/16/2022,15-44,15,44,,57,563,563000,581,581000,1144000,57,49.21,50.79,0,100,,1,0,0,0,0
Wales,6/16/2022,45-64,45,64,413,612,426,426000,403,403000,829000,1025,51.39,48.61,40.29,59.71,,0,0,0,0,0
