country,date,age_group,age_begin,age_end,deathsF,deathsM,populationin1000sF,Num female infection,populationin1000sM,Num male infection,Total infection,Total Death,% female infection,% male infection,% female death,% male death,Country begin,Bin 0-19,Bin 20-49,Bin 50-79,Bin 80+,Total
Iraq,11/15/2021,65-69,65,69,395,720,340,340000,283,283000,623000,1115,54.57,45.43,35.43,64.57,,0,0,1,0,0
Iraq,11/15/2021,70-74,70,74,481,695,178,178000,154,154000,332000,1176,53.61,46.39,40.9,59.1,,0,0,1,0,0
Iraq,11/15/2021,75-79,75,79,265,438,135,135000,107,107000,242000,703,55.79,44.21,37.7,62.3,,0,0,1,0,0
Iraq,11/15/2021,80+,80,999,333,531,114,114000,74,74000,188000,864,60.64,39.36,38.54,61.46,,0,0,0,1,0
Iraq,,,,,2932,5064,19863,19863000,20357,20357000,40220000,7996,49.39,50.61,36.67,63.33,,0,0,0,0,1
Israel,6/17/2022,0-9,0,9,5,7,814,814000,857,857000,1671000,12,48.71,51.29,41.67,58.33,,1,0,0,0,0
Israel,6/17/2022,19-Oct,10,19,8,7,684,684000,722,722000,1406000,15,48.65,51.35,53.33,46.67,,1,0,0,0,0
Israel,6/17/2022,20-29,20,29,22,24,584,584000,613,613000,1197000,46,48.79,51.21,47.83,52.17,,0,1,0,0,0
Israel,6/17/2022,30-39,30,39,38,53,558,558000,564,564000,1122000,91,49.73,50.27,41.76,58.24,,0,1,0,0,0
Israel,6/17/2022,40-49,40,49,76,120,524,524000,516,516000,1040000,196,50.38,49.62,38.78,61.22,,0,1,0,0,0
Israel,6/17/2022,50-59,50,59,199,389,406,406000,389,389000,795000,588,51.07,48.93,33.84,66.16,,0,0,1,0,0
Israel,6/17/2022,60-69,60,69,558,999,372,372000,332,332000,704000,1557,52.84,47.16,35.84,64.16,,0,0,1,0,0
Israel,6/17/2022,70-79,70,79,1042,1646,248,248000,212,212000,460000,2688,53.91,46.09,38.76,61.24,,0,0,1,0,0
Israel,6/17/2022,80-89,80,89,1748,1909,124,124000,85,85000,209000,3657,59.33,40.67,47.8,52.2,,0,0,0,1,0
Israel,6/17/2022,90+,90,999,1153,873,34,34000,19,19000,53000,2026,64.15,35.85,56.91,43.09,,0,0,0,1,0
Israel,,,,,4849,6027,4348,4348000,4309,4309000,8657000,10876,50.23,49.77,44.58,55.42,,0,0,0,0,1
Italy,6/14/2022,0-9,0,9,16,11,2423,2423000,2572,2572000,4995000,27,48.51,51.49,59.26,40.74,,1,0,0,0,0
Italy,6/14/2022,19-Oct,10,19,14,16,2779,2779000,2955,2955000,5734000,30,48.47,51.53,46.67,53.33,,1,0,0,0,0
Italy,6/14/2022,20-29,20,29,43,79,2952,2952000,3152,3152000,6104000,122,48.36,51.64,35.25,64.75,,0,1,0,0,0
Italy,6/14/2022,30-39,30,39,157,264,3471,3471000,3527,3527000,6998000,421,49.6,50.4,37.29,62.71,,0,1,0,0,0
Italy,6/14/2022,40-49,40,49,503,1063,4529,4529000,4493,4493000,9022000,1566,50.2,49.8,32.12,67.88,,0,1,0,0,0
Italy,6/14/2022,50-59,50,59,1777,4246,4872,4872000,4695,4695000,9567000,6023,50.93,49.07,29.5,70.5,,0,0,1,0,0
Italy,6/14/2022,60-69,60,69,4902,11904,3902,3902000,3583,3583000,7485000,16806,52.13,47.87,29.17,70.83,,0,0,1,0,0
Italy,6/14/2022,70-79,70,79,13607,27025,3260,3260000,2769,2769000,6029000,40632,54.07,45.93,33.49,66.51,,0,0,1,0,0
Italy,6/14/2022,80-89,80,89,30524,35744,2237,2237000,1462,1462000,3699000,66268,60.48,39.52,46.06,53.94,,0,0,0,1,0
Italy,6/14/2022,90+,90,999,21142,11862,600,600000,229,229000,829000,33004,72.38,27.62,64.06,35.94,,0,0,0,1,0
Italy,,,,,72685,92214,31025,31025000,29437,29437000,60462000,164899,51.31,48.69,44.08,55.92,,0,0,0,0,1
Jamaica,2/28/2022,0-4,0,4,3,1,113,113000,118,118000,231000,4,48.92,51.08,75,25,,1,0,0,0,0
Jamaica,2/28/2022,9-May,5,9,0,1,115,115000,119,119000,234000,1,49.15,50.85,0,100,,1,0,0,0,0
Jamaica,2/28/2022,14-Oct,10,14,0,1,112,112000,115,115000,227000,1,49.34,50.66,0,100,,1,0,0,0,0
Jamaica,2/28/2022,15-19,15,19,8,3,117,117000,122,122000,239000,11,48.95,51.05,72.73,27.27,,1,0,0,0,0
Jamaica,2/28/2022,20-24,20,24,3,4,128,128000,133,133000,261000,7,49.04,50.96,42.86,57.14,,0,1,0,0,0
Jamaica,2/28/2022,25-29,25,29,20,8,125,125000,129,129000,254000,28,49.21,50.79,71.43,28.57,,0,1,0,0,0
Jamaica,2/28/2022,30-34,30,34,35,21,115,115000,117,117000,232000,56,49.57,50.43,62.5,37.5,,0,1,0,0,0
Jamaica,2/28/2022,35-39,35,39,33,24,108,108000,103,103000,211000,57,51.18,48.82,57.89,42.11,,0,1,0,0,0
Jamaica,2/28/2022,40-44,40,44,48,48,95,95000,84,84000,179000,96,53.07,46.93,50,50,,0,1,0,0,0
Jamaica,2/28/2022,45-49,45,49,61,46,94,94000,85,85000,179000,107,52.51,47.49,57.01,42.99,,0,1,0,0,0
Jamaica,2/28/2022,50-54,50,54,83,74,89,89000,82,82000,171000,157,52.05,47.95,52.87,47.13,,0,0,1,0,0
Jamaica,2/28/2022,55-59,55,59,105,114,76,76000,73,73000,149000,219,51.01,48.99,47.95,52.05,,0,0,1,0,0
Jamaica,2/28/2022,60-64,60,64,127,139,66,66000,58,58000,124000,266,53.23,46.77,47.74,52.26,,0,0,1,0,0
Jamaica,2/28/2022,65-69,65,69,147,193,46,46000,44,44000,90000,340,51.11,48.89,43.24,56.76,,0,0,1,0,0
Jamaica,2/28/2022,70-74,70,74,154,200,36,36000,35,35000,71000,354,50.7,49.3,43.5,56.5,,0,0,1,0,0
Jamaica,2/28/2022,75-79,75,79,141,207,25,25000,23,23000,48000,348,52.08,47.92,40.52,59.48,,0,0,1,0,0
Jamaica,2/28/2022,80+,80,999,413,380,31,31000,28,28000,59000,793,52.54,47.46,52.08,47.92,,0,0,0,1,0
Jamaica,,,,,1381,1464,1491,1491000,1468,1468000,2959000,2845,50.39,49.61,48.54,51.46,,0,0,0,0,1
Japan,6/15/2022,0-9,0,9,0,0,4953,4953000,5227,5227000,10180000,0,48.65,51.35,,,,1,0,0,0,0
Japan,6/15/2022,19-Oct,10,19,0,0,5483,5483000,5784,5784000,11267000,0,48.66,51.34,,,,1,0,0,0,0
Japan,6/15/2022,20-29,20,29,0,30,5920,5920000,6227,6227000,12147000,30,48.74,51.26,0,100,,0,1,0,0,0
Japan,6/15/2022,30-39,30,39,31,85,7062,7062000,7394,7394000,14456000,116,48.85,51.15,26.72,73.28,,0,1,0,0,0
Japan,6/15/2022,40-49,40,49,85,309,9077,9077000,9396,9396000,18473000,394,49.14,50.86,21.57,78.43,,0,1,0,0,0
Japan,6/15/2022,50-59,50,59,217,874,8212,8212000,8329,8329000,16541000,1091,49.65,50.35,19.89,80.11,,0,0,1,0,0
Japan,6/15/2022,60-69,60,69,513,1695,8046,8046000,7829,7829000,15875000,2208,50.68,49.32,23.23,76.77,,0,0,1,0,0
Japan,6/15/2022,70-79,70,79,1898,4547,8712,8712000,7473,7473000,16185000,6445,53.83,46.17,29.45,70.55,,0,0,1,0,0
Japan,6/15/2022,80-89,80,89,5080,6791,5477,5477000,3493,3493000,8970000,11871,61.06,38.94,42.79,57.21,,0,0,0,1,0
Japan,6/15/2022,90+,90,999,4447,2720,1781,1781000,601,601000,2382000,7167,74.77,25.23,62.05,37.95,,0,0,0,1,0
Japan,,,,,12271,17051,64723,64723000,61753,61753000,126476000,29322,51.17,48.83,41.85,58.15,,0,0,0,0,1
Jersey,4/19/2021,0-4,0,4,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Jersey,4/19/2021,9-May,5,9,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Jersey,4/19/2021,14-Oct,10,14,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Jersey,4/19/2021,15-19,15,19,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Jersey,4/19/2021,20-24,20,24,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,25-29,25,29,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,30-34,30,34,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,35-39,35,39,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,40-44,40,44,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,45-49,45,49,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Jersey,4/19/2021,50-54,50,54,0,1,,0,,0,0,1,,,0,100,,0,0,1,0,0
Jersey,4/19/2021,55-59,55,59,1,1,,0,,0,0,2,,,50,50,,0,0,1,0,0
Jersey,4/19/2021,60-64,60,64,0,1,,0,,0,0,1,,,0,100,,0,0,1,0,0
Jersey,4/19/2021,65-69,65,69,0,2,,0,,0,0,2,,,0,100,,0,0,1,0,0
Jersey,4/19/2021,70-74,70,74,3,1,,0,,0,0,4,,,75,25,,0,0,1,0,0
Jersey,4/19/2021,75-79,75,79,2,11,,0,,0,0,13,,,15.38,84.62,,0,0,1,0,0
Jersey,4/19/2021,80+,80,999,10,23,,0,,0,0,33,,,30.3,69.7,,0,0,0,1,0
Jersey,,,,,16,40,0,0,0,0,0,56,,,28.57,71.43,,0,0,0,0,1
Jordan,12/14/2021,0-4,0,4,1,12,516,516000,543,543000,1059000,13,48.73,51.27,7.69,92.31,,1,0,0,0,0
Jordan,12/14/2021,14-May,5,14,12,11,1129,1129000,1165,1165000,2294000,23,49.22,50.78,52.17,47.83,,1,0,0,0,0
Jordan,12/14/2021,15-24,15,24,33,33,981,981000,999,999000,1980000,66,49.55,50.45,50,50,,1,0,0,0,0
Jordan,12/14/2021,25-34,25,34,118,89,812,812000,828,828000,1640000,207,49.51,50.49,57,43,,0,1,0,0,0
Jordan,12/14/2021,35-44,35,44,245,261,646,646000,674,674000,1320000,506,48.94,51.06,48.42,51.58,,0,1,0,0,0
Jordan,12/14/2021,45-54,45,54,466,773,467,467000,501,501000,968000,1239,48.24,51.76,37.61,62.39,,0,0,0,0,0
Jordan,12/14/2021,55-64,55,64,912,1441,310,310000,308,308000,618000,2353,50.16,49.84,38.76,61.24,,0,0,1,0,0
Jordan,12/14/2021,65-74,65,74,1280,1919,136,136000,124,124000,260000,3199,52.31,47.69,40.01,59.99,,0,0,1,0,0
Jordan,12/14/2021,75-84,75,84,1361,1986,67,67000,56,56000,123000,3347,54.47,45.53,40.66,59.34,,0,0,0,0,0
Jordan,12/14/2021,85+,85,999,494,601,12,12000,8,8000,20000,1095,60,40,45.11,54.89,,0,0,0,1,0
Jordan,,,,,4922,7126,5076,5076000,5206,5206000,10282000,12048,49.37,50.63,40.85,59.15,,0,0,0,0,1
Kenya,2/23/2022,0-4,0,4,33,51,3486,3486000,3558,3558000,7044000,84,49.49,50.51,39.29,60.71,,1,0,0,0,0
Kenya,2/23/2022,9-May,5,9,8,11,3461,3461000,3508,3508000,6969000,19,49.66,50.34,42.11,57.89,,1,0,0,0,0
Kenya,2/23/2022,14-Oct,10,19,28,54,6330,6330000,6417,6417000,12747000,82,49.66,50.34,34.15,65.85,,1,0,0,0,0
Kenya,2/23/2022,20-39,20,39,373,511,8581,8581000,8483,8483000,17064000,884,50.29,49.71,42.19,57.81,,0,1,0,0,0
Kenya,2/23/2022,40-49,40,49,556,1178,2485,2485000,2418,2418000,4903000,1734,50.68,49.32,32.06,67.94,,0,1,0,0,0
Kenya,2/23/2022,60+,60,999,978,1836,1260,1260000,978,978000,2238000,2814,56.3,43.7,34.75,65.25,,0,0,0,0,0
Kenya,,,,,1976,3641,25603,25603000,25362,25362000,50965000,5617,50.24,49.76,35.18,64.82,,0,0,0,0,1
Kosovo,3/21/2022,0-4,0,4,2,2,63,63000,69,69000,132000,4,47.73,52.27,50,50,,1,0,0,0,0
Kosovo,3/21/2022,9-May,5,9,0,0,71,71000,79,79000,150000,0,47.33,52.67,,,,1,0,0,0,0
Kosovo,3/21/2022,14-Oct,10,14,0,0,67,67000,73,73000,140000,0,47.86,52.14,,,,1,0,0,0,0
Kosovo,3/21/2022,15-19,15,19,0,2,80,80000,85,85000,165000,2,48.48,51.52,0,100,,1,0,0,0,0
Kosovo,3/21/2022,20-24,20,24,5,1,76,76000,78,78000,154000,6,49.35,50.65,83.33,16.67,,0,1,0,0,0
Kosovo,3/21/2022,25-29,25,29,4,0,71,71000,67,67000,138000,4,51.45,48.55,100,0,,0,1,0,0,0
Kosovo,3/21/2022,30-39,30,39,12,25,122,122000,117,117000,239000,37,51.05,48.95,32.43,67.57,,0,1,0,0,0
Kosovo,3/21/2022,40-49,40,49,33,43,119,119000,104,104000,223000,76,53.36,46.64,43.42,56.58,,0,1,0,0,0
Kosovo,3/21/2022,50-59,50,59,98,214,99,99000,91,91000,190000,312,52.11,47.89,31.41,68.59,,0,0,1,0,0
Kosovo,3/21/2022,60-64,60,64,107,186,37,37000,35,35000,72000,293,51.39,48.61,36.52,63.48,,0,0,1,0,0
Kosovo,3/21/2022,65-69,65,69,148,223,30,30000,27,27000,57000,371,52.63,47.37,39.89,60.11,,0,0,1,0,0
Kosovo,3/21/2022,70-74,70,74,200,287,22,22000,18,18000,40000,487,55,45,41.07,58.93,,0,0,1,0,0
Kosovo,3/21/2022,75-79,75,79,211,307,17,17000,13,13000,30000,518,56.67,43.33,40.73,59.27,,0,0,1,0,0
Kosovo,3/21/2022,80+,80,999,261,324,19,19000,13,13000,32000,585,59.38,40.63,44.62,55.38,,0,0,0,1,0
Kosovo,,,,,1081,1614,893,893000,869,869000,1762000,2695,50.68,49.32,40.11,59.89,,0,0,0,0,1
Kyrgyzstan,3/21/2022,0-4,0,4,2,2,370,370000,390,390000,760000,4,48.68,51.32,50,50,,1,0,0,0,0
Kyrgyzstan,3/21/2022,9-May,5,9,0,0,375,375000,394,394000,769000,0,48.76,51.24,,,,1,0,0,0,0
Kyrgyzstan,3/21/2022,14-Oct,10,14,0,0,294,294000,306,306000,600000,0,49,51,,,,1,0,0,0,0
Kyrgyzstan,3/21/2022,15-19,15,19,1,0,245,245000,255,255000,500000,1,49,51,100,0,,1,0,0,0,0
Kyrgyzstan,3/21/2022,20-24,20,24,1,0,252,252000,262,262000,514000,1,49.03,50.97,100,0,,0,1,0,0,0
Kyrgyzstan,3/21/2022,25-29,25,29,3,0,280,280000,289,289000,569000,3,49.21,50.79,100,0,,0,1,0,0,0
Kyrgyzstan,3/21/2022,30-39,30,39,11,25,508,508000,507,507000,1015000,36,50.05,49.95,30.56,69.44,,0,1,0,0,0
Kyrgyzstan,3/21/2022,40-49,40,49,26,37,350,350000,336,336000,686000,63,51.02,48.98,41.27,58.73,,0,1,0,0,0
Kyrgyzstan,3/21/2022,50-59,50,59,64,95,308,308000,273,273000,581000,159,53.01,46.99,40.25,59.75,,0,0,1,0,0
Kyrgyzstan,3/21/2022,60-64,60,64,62,91,122,122000,98,98000,220000,153,55.45,44.55,40.52,59.48,,0,0,1,0,0
Kyrgyzstan,3/21/2022,65-69,65,69,85,107,82,82000,61,61000,143000,192,57.34,42.66,44.27,55.73,,0,0,1,0,0
Kyrgyzstan,3/21/2022,70-74,70,74,98,90,49,49000,30,30000,79000,188,62.03,37.97,52.13,47.87,,0,0,1,0,0
Kyrgyzstan,3/21/2022,75-79,75,79,41,40,22,22000,11,11000,33000,81,66.67,33.33,50.62,49.38,,0,0,1,0,0
Kyrgyzstan,3/21/2022,80+,80,999,97,88,40,40000,14,14000,54000,185,74.07,25.93,52.43,47.57,,0,0,0,1,0
Kyrgyzstan,,,,,491,575,3297,3297000,3226,3226000,6523000,1066,50.54,49.46,46.06,53.94,,0,0,0,0,1
Latvia,3/21/2022,0-4,0,4,0,0,55,55000,59,59000,114000,0,48.25,51.75,,,,1,0,0,0,0
Latvia,3/21/2022,9-May,5,9,0,0,45,45000,49,49000,94000,0,47.87,52.13,,,,1,0,0,0,0
Latvia,3/21/2022,14-Oct,10,14,0,0,50,50000,53,53000,103000,0,48.54,51.46,,,,1,0,0,0,0
Latvia,3/21/2022,15-19,15,19,1,1,43,43000,44,44000,87000,2,49.43,50.57,50,50,,1,0,0,0,0
Latvia,3/21/2022,20-24,20,24,1,2,33,33000,36,36000,69000,3,47.83,52.17,33.33,66.67,,0,1,0,0,0
Latvia,3/21/2022,25-29,25,29,3,0,57,57000,61,61000,118000,3,48.31,51.69,100,0,,0,1,0,0,0
Latvia,3/21/2022,30-39,30,39,13,27,129,129000,134,134000,263000,40,49.05,50.95,32.5,67.5,,0,1,0,0,0
Latvia,3/21/2022,40-49,40,49,44,112,130,130000,124,124000,254000,156,51.18,48.82,28.21,71.79,,0,1,0,0,0
Latvia,3/21/2022,50-59,50,59,145,276,141,141000,123,123000,264000,421,53.41,46.59,34.44,65.56,,0,0,1,0,0
Latvia,3/21/2022,60-64,60,64,180,207,73,73000,57,57000,130000,387,56.15,43.85,46.51,53.49,,0,0,1,0,0
Latvia,3/21/2022,65-69,65,69,233,306,72,72000,48,48000,120000,539,60,40,43.23,56.77,,0,0,1,0,0
Latvia,3/21/2022,70-74,70,74,326,349,48,48000,27,27000,75000,675,64,36,48.3,51.7,,0,0,1,0,0
Latvia,3/21/2022,75-79,75,79,404,363,60,60000,28,28000,88000,767,68.18,31.82,52.67,47.33,,0,0,1,0,0
Latvia,3/21/2022,80+,80,999,1555,893,80,80000,27,27000,107000,2448,74.77,25.23,63.52,36.48,,0,0,0,1,0
Latvia,,,,,2905,2536,1016,1016000,870,870000,1886000,5441,53.87,46.13,53.39,46.61,,0,0,0,0,1
Liechtenstein,3/21/2022,0-4,0,4,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Liechtenstein,3/21/2022,9-May,5,9,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Liechtenstein,3/21/2022,14-Oct,10,14,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Liechtenstein,3/21/2022,15-19,15,19,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Liechtenstein,3/21/2022,20-24,20,24,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Liechtenstein,3/21/2022,25-29,25,29,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Liechtenstein,3/21/2022,30-39,30,39,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Liechtenstein,3/21/2022,40-49,40,49,1,0,,0,,0,0,1,,,100,0,,0,1,0,0,0
Liechtenstein,3/21/2022,50-59,50,59,0,1,,0,,0,0,1,,,0,100,,0,0,1,0,0
Liechtenstein,3/21/2022,60-64,60,64,0,2,,0,,0,0,2,,,0,100,,0,0,1,0,0
Liechtenstein,3/21/2022,65-69,65,69,1,11,,0,,0,0,12,,,8.33,91.67,,0,0,1,0,0
Liechtenstein,3/21/2022,70-74,70,74,4,5,,0,,0,0,9,,,44.44,55.56,,0,0,1,0,0
Liechtenstein,3/21/2022,75-79,75,79,4,9,,0,,0,0,13,,,30.77,69.23,,0,0,1,0,0
Liechtenstein,3/21/2022,80+,80,999,27,21,,0,,0,0,48,,,56.25,43.75,,0,0,0,1,0
Liechtenstein,,,,,37,49,0,0,0,0,0,86,,,43.02,56.98,,0,0,0,0,1
Lithuania,3/21/2022,0-4,0,4,2,0,70,70000,75,75000,145000,2,48.28,51.72,100,0,,1,0,0,0,0
Lithuania,3/21/2022,9-May,5,9,0,0,75,75000,80,80000,155000,0,48.39,51.61,,,,1,0,0,0,0
Lithuania,3/21/2022,14-Oct,10,14,0,0,59,59000,62,62000,121000,0,48.76,51.24,,,,1,0,0,0,0
Lithuania,3/21/2022,15-19,15,19,2,2,59,59000,63,63000,122000,4,48.36,51.64,50,50,,1,0,0,0,0
Lithuania,3/21/2022,20-24,20,24,4,4,65,65000,68,68000,133000,8,48.87,51.13,50,50,,0,1,0,0,0
Lithuania,3/21/2022,25-29,25,29,6,0,87,87000,96,96000,183000,6,47.54,52.46,100,0,,0,1,0,0,0
Lithuania,3/21/2022,30-39,30,39,26,42,163,163000,175,175000,338000,68,48.22,51.78,38.24,61.76,,0,1,0,0,0
Lithuania,3/21/2022,40-49,40,49,81,155,182,182000,174,174000,356000,236,51.12,48.88,34.32,65.68,,0,1,0,0,0
Lithuania,3/21/2022,50-59,50,59,234,415,225,225000,196,196000,421000,649,53.44,46.56,36.06,63.94,,0,0,1,0,0
Lithuania,3/21/2022,60-64,60,64,225,382,105,105000,81,81000,186000,607,56.45,43.55,37.07,62.93,,0,0,1,0,0
Lithuania,3/21/2022,65-69,65,69,302,465,100,100000,66,66000,166000,767,60.24,39.76,39.37,60.63,,0,0,1,0,0
Lithuania,3/21/2022,70-74,70,74,461,598,70,70000,39,39000,109000,1059,64.22,35.78,43.53,56.47,,0,0,1,0,0
Lithuania,3/21/2022,75-79,75,79,779,730,78,78000,37,37000,115000,1509,67.83,32.17,51.62,48.38,,0,0,1,0,0
Lithuania,3/21/2022,80+,80,999,2944,1727,124,124000,48,48000,172000,4671,72.09,27.91,63.03,36.97,,0,0,0,1,0
Lithuania,,,,,5066,4520,1462,1462000,1260,1260000,2722000,9586,53.71,46.29,52.85,47.15,,0,0,0,0,1
Luxembourg,3/21/2022,0-4,0,4,0,0,16,16000,17,17000,33000,0,48.48,51.52,,,,1,0,0,0,0
Luxembourg,3/21/2022,9-May,5,9,0,0,16,16000,17,17000,33000,0,48.48,51.52,,,,1,0,0,0,0
Luxembourg,3/21/2022,14-Oct,10,14,0,0,16,16000,16,16000,32000,0,50,50,,,,1,0,0,0,0
Luxembourg,3/21/2022,15-19,15,19,0,0,17,17000,18,18000,35000,0,48.57,51.43,,,,1,0,0,0,0
Luxembourg,3/21/2022,20-24,20,24,0,1,19,19000,21,21000,40000,1,47.5,52.5,0,100,,0,1,0,0,0
Luxembourg,3/21/2022,25-29,25,29,2,0,22,22000,24,24000,46000,2,47.83,52.17,100,0,,0,1,0,0,0
Luxembourg,3/21/2022,30-39,30,39,2,5,49,49000,49,49000,98000,7,50,50,28.57,71.43,,0,1,0,0,0
Luxembourg,3/21/2022,40-49,40,49,1,5,45,45000,49,49000,94000,6,47.87,52.13,16.67,83.33,,0,1,0,0,0
Luxembourg,3/21/2022,50-59,50,59,10,33,43,43000,47,47000,90000,43,47.78,52.22,23.26,76.74,,0,0,1,0,0
Luxembourg,3/21/2022,60-64,60,64,9,31,17,17000,18,18000,35000,40,48.57,51.43,22.5,77.5,,0,0,1,0,0
Luxembourg,3/21/2022,65-69,65,69,27,27,14,14000,14,14000,28000,54,50,50,50,50,,0,0,1,0,0
Luxembourg,3/21/2022,70-74,70,74,23,66,11,11000,11,11000,22000,89,50,50,25.84,74.16,,0,0,1,0,0
Luxembourg,3/21/2022,75-79,75,79,33,77,9,9000,7,7000,16000,110,56.25,43.75,30,70,,0,0,1,0,0
Luxembourg,3/21/2022,80+,80,999,369,335,15,15000,10,10000,25000,704,60,40,52.41,47.59,,0,0,0,1,0
Luxembourg,,,,,476,580,309,309000,318,318000,627000,1056,49.28,50.72,45.08,54.92,,0,0,0,0,1
Malaysia,3/28/2022,0-4,0,4,36,35,1279,1279000,1356,1356000,2635000,71,48.54,51.46,50.7,49.3,,1,0,0,0,0
Malaysia,3/28/2022,9-May,5,9,9,21,1217,1217000,1291,1291000,2508000,30,48.52,51.48,30,70,,1,0,0,0,0
Malaysia,3/28/2022,14-Oct,10,14,17,20,1188,1188000,1258,1258000,2446000,37,48.57,51.43,45.95,54.05,,1,0,0,0,0
Malaysia,3/28/2022,15-19,15,19,31,35,1293,1293000,1377,1377000,2670000,66,48.43,51.57,46.97,53.03,,1,0,0,0,0
Malaysia,3/28/2022,20-29,20,29,315,416,2803,2803000,2967,2967000,5770000,731,48.58,51.42,43.09,56.91,,0,1,0,0,0
Malaysia,3/28/2022,30-39,30,39,992,1403,2703,2703000,2948,2948000,5651000,2395,47.83,52.17,41.42,58.58,,0,1,0,0,0
Malaysia,3/28/2022,40-49,40,49,1970,2544,1910,1910000,2081,2081000,3991000,4514,47.86,52.14,43.64,56.36,,0,1,0,0,0
Malaysia,3/28/2022,50-59,50,59,2565,3832,1543,1543000,1603,1603000,3146000,6397,49.05,50.95,40.1,59.9,,0,0,1,0,0
Malaysia,3/28/2022,60-64,60,64,1656,2384,606,606000,617,617000,1223000,4040,49.55,50.45,40.99,59.01,,0,0,1,0,0
Malaysia,3/28/2022,65-69,65,69,1620,2382,468,468000,459,459000,927000,4002,50.49,49.51,40.48,59.52,,0,0,1,0,0
Malaysia,3/28/2022,70-74,70,74,1603,2259,343,343000,315,315000,658000,3862,52.13,47.87,41.51,58.49,,0,0,1,0,0
Malaysia,3/28/2022,75-79,75,79,1260,1708,193,193000,175,175000,368000,2968,52.45,47.55,42.45,57.55,,0,0,1,0,0
Malaysia,3/28/2022,80+,80,999,2845,2662,190,190000,183,183000,373000,5507,50.94,49.06,51.66,48.34,,0,0,0,1,0
Malaysia,,,,,14919,19701,15736,15736000,16630,16630000,32366000,34620,48.62,51.38,43.09,56.91,,0,0,0,0,1
Maldives,11/10/2021,0-10,0,10,3,3,39,39000,41,41000,80000,6,48.75,51.25,50,50,,1,0,0,0,0
Maldives,11/10/2021,20-Nov,11,20,1,3,28,28000,32,32000,60000,4,46.67,53.33,25,75,,1,0,0,0,0
Maldives,11/10/2021,21-30,21,30,6,2,37,37000,114,114000,151000,8,24.5,75.5,75,25,,0,1,0,0,0
Maldives,11/10/2021,31-40,31,40,11,5,40,40000,88,88000,128000,16,31.25,68.75,68.75,31.25,,0,1,0,0,0
Maldives,11/10/2021,41-50,41,50,9,8,23,23000,37,37000,60000,17,38.33,61.67,52.94,47.06,,0,1,0,0,0
Maldives,11/10/2021,51-60,51,60,18,10,17,17000,17,17000,34000,28,50,50,64.29,35.71,,0,0,1,0,0
Maldives,11/10/2021,61-70,61,70,19,13,8,8000,8,8000,16000,32,50,50,59.38,40.63,,0,0,1,0,0
Maldives,11/10/2021,71-80,71,80,27,23,4,4000,4,4000,8000,50,50,50,54,46,,0,0,0,0,0
Maldives,11/10/2021,81-100,81,100,32,19,6,6000,6,6000,12000,51,50,50,62.75,37.25,,0,0,0,1,0
Maldives,,,,,126,86,202,202000,347,347000,549000,212,36.79,63.21,59.43,40.57,,0,0,0,0,1
Malta,3/21/2022,0-4,0,4,0,0,11,11000,11,11000,22000,0,50,50,,,,1,0,0,0,0
Malta,3/21/2022,9-May,5,9,1,0,10,10000,11,11000,21000,1,47.62,52.38,100,0,,1,0,0,0,0
Malta,3/21/2022,14-Oct,10,14,0,0,10,10000,11,11000,21000,0,47.62,52.38,,,,1,0,0,0,0
Malta,3/21/2022,15-19,15,19,2,1,10,10000,11,11000,21000,3,47.62,52.38,66.67,33.33,,1,0,0,0,0
Malta,3/21/2022,20-24,20,24,0,0,12,12000,13,13000,25000,0,48,52,,,,0,1,0,0,0
Malta,3/21/2022,25-29,25,29,0,0,14,14000,16,16000,30000,0,46.67,53.33,,,,0,1,0,0,0
Malta,3/21/2022,30-39,30,39,2,2,31,31000,34,34000,65000,4,47.69,52.31,50,50,,0,1,0,0,0
Malta,3/21/2022,40-49,40,49,3,7,29,29000,31,31000,60000,10,48.33,51.67,30,70,,0,1,0,0,0
Malta,3/21/2022,50-59,50,59,1,13,26,26000,27,27000,53000,14,49.06,50.94,7.14,92.86,,0,0,1,0,0
Malta,3/21/2022,60-64,60,64,13,22,15,15000,15,15000,30000,35,50,50,37.14,62.86,,0,0,1,0,0
Malta,3/21/2022,65-69,65,69,10,36,14,14000,14,14000,28000,46,50,50,21.74,78.26,,0,0,1,0,0
